,0,1,2,3,4,5,6
2694,Kepler-292 c,3547,2.76 Earths,15.942,2014,3.7 days,0.0
2695,Kepler-292 d,3547,5.6 Earths,15.942,2014,7.1 days,0.0
2696,Kepler-292 e,3547,7.61 Earths,15.942,2014,12 days,0.0
2697,Kepler-292 f,3547,6.12 Earths,15.942,2014,20.8 days,0.0
2698,Kepler-293 b,3270,9.64 Earths,15.333,2014,19.3 days,0.0
2699,Kepler-293 c,3270,14 Earths,15.333,2014,54.2 days,0.0
2700,Kepler-294 b,4605,3.78 Earths,15.819,2014,3.7 days,0.0
2701,Kepler-294 c,4605,7.8 Earths,15.819,2014,6.6 days,0.0
2702,Kepler-295 b,5830,1.98 Earths,14.433,2014,12.6 days,0.0
2703,Kepler-295 c,5830,1.71 Earths,14.433,2014,21.5 days,0.0
2704,Kepler-295 d,5830,2.42 Earths,14.433,2014,33.9 days,0.0
2705,Kepler-296 b,737,3.22 Earths,15.901,2014,10.9 days,< 0.33
2706,Kepler-296 c,737,4.66 Earths,15.901,2014,5.8 days,< 0.33
2707,Kepler-296 d,737,5.02 Earths,15.901,2014,19.9 days,< 0.33
2708,Kepler-296 e,737,2.96 Earths,15.901,2014,34.1 days,< 0.33
2709,Kepler-296 f,737,3.89 Earths,15.901,2014,63.3 days,< 0.33
2710,Kepler-297 b,2304,0.153 Jupiters,14.192,2014,38.9 days,0.0
2711,Kepler-297 c,2304,0.132 Jupiters,14.192,2014,74.9 days,0.0
2712,Kepler-298 b,1716,4.5 Earths,15.418,2014,10.5 days,0.0
2713,Kepler-298 c,1716,4.38 Earths,15.418,2014,22.9 days,0.0
2714,Kepler-298 d,1716,6.8 Earths,15.418,2014,77.5 days,0.0
2715,Kepler-299 b,3539,2.3 Earths,15.01,2014,2.9 days,0.0
2716,Kepler-299 c,3539,7.51 Earths,15.01,2014,6.9 days,0.0
2717,Kepler-299 d,3539,4.12 Earths,15.01,2014,15.1 days,0.0
2718,Kepler-299 e,3539,4.16 Earths,15.01,2014,38.3 days,0.0
2719,Kepler-29 b,2779,5 Earths,15.282,2011,10.3 days,0.0
2720,Kepler-29 c,2779,4.5 Earths,15.282,2011,13.3 days,0.0
2721,Kepler-300 b,3700,3.43 Earths,14.18,2014,10.4 days,0.0
2722,Kepler-300 c,3700,5.69 Earths,14.18,2014,40.7 days,0.0
2723,Kepler-301 b,2395,2.39 Earths,14.274,2014,2.5 days,0.0
2724,Kepler-301 c,2395,2.39 Earths,14.274,2014,5.4 days,0.0
2725,Kepler-301 d,2395,3.71 Earths,14.274,2014,13.8 days,0.0
2726,Kepler-302 b,4761,15.5 Earths,15.491,2014,30.2 days,0.0
2727,Kepler-302 c,4761,Unknown,15.491,2014,127.3 days,0.0
2728,Kepler-303 b,688,0.64 Earths,14.396,2014,1.9 days,0.0
2729,Kepler-303 c,688,1.55 Earths,14.396,2014,7.1 days,0.0
2730,Kepler-304 b,1436,8.55 Earths,14.831,2014,3.3 days,0.0
2731,Kepler-304 c,1436,5.35 Earths,14.831,2014,5.3 days,0.0
2732,Kepler-304 d,1436,8 Earths,14.831,2014,9.7 days,0.0
2733,Kepler-304 e,1436,1.87 Earths,14.831,2016,1.5 days,0.0
2734,Kepler-305 b,2902,10.5 Earths,15.766,2013,5.5 days,0.0
2735,Kepler-305 c,2902,6 Earths,15.766,2013,8.3 days,0.0
2736,Kepler-305 d,2902,9.1 Earths,15.766,2014,16.7 days,0.0
2737,Kepler-305 e,2902,3.87 Earths,15.766,2020,3.2 days,0.0
2738,Kepler-306 b,2587,2.92 Earths,15.552,2014,4.6 days,0.0
2739,Kepler-306 c,2587,6.12 Earths,15.552,2014,7.2 days,0.0
2740,Kepler-306 d,2587,6.66 Earths,15.552,2014,17.3 days,0.0
2741,Kepler-306 e,2587,5.77 Earths,15.552,2014,44.8 days,0.0
2742,Kepler-307 b,1909,7.44 Earths,14.056,2013,10.4 days,0.0
2743,Kepler-307 c,1909,3.64 Earths,14.056,2013,13.1 days,0.0
2744,Kepler-308 b,4516,5.14 Earths,15.851,2014,9.7 days,0.0
2745,Kepler-308 c,4516,5.31 Earths,15.851,2014,15.4 days,0.0
2746,Kepler-309 b,1805,3.05 Earths,15.126,2014,5.9 days,0.0
2747,Kepler-309 c,1805,6.85 Earths,15.126,2014,105.4 days,0.0
2748,Kepler-30 b,3061,11.3 Earths,15.376,2012,29.3 days,0.04
2749,Kepler-30 c,3061,2.01 Jupiters,15.376,2012,60.3 days,0.01
2750,Kepler-30 d,3061,23.1 Earths,15.376,2012,143.3 days,0.02
2751,Kepler-310 b,1999,1.81 Earths,14.265,2014,13.9 days,0.0
2752,Kepler-310 c,1999,11.4 Earths,14.265,2014,56.5 days,0.0
2753,Kepler-310 d,1999,7 Earths,14.265,2014,92.9 days,0.0
2754,Kepler-311 b,2598,3.53 Earths,13.754,2014,9.2 days,0.0
2755,Kepler-311 c,2598,2.63 Earths,13.754,2014,19.7 days,0.0
2756,Kepler-312 b,2663,2.21 Earths,12.921,2014,1.8 days,0.0
2757,Kepler-312 c,2663,10.1 Earths,12.921,2014,19.7 days,0.0
2758,Kepler-313 b,3521,6.94 Earths,14.111,2014,15 days,0.0
2759,Kepler-313 c,3521,7.13 Earths,14.111,2014,32.3 days,0.0
2760,Kepler-314 b,884,0.498 Earths,12.523,2014,2.5 days,0.0
2761,Kepler-314 c,884,8.75 Earths,12.523,2014,6 days,0.0
2762,Kepler-315 b,3913,13.7 Earths,15.289,2014,96.1 days,0.0
2763,Kepler-315 c,3913,16.1 Earths,15.289,2014,265.5 days,0.0
2764,Kepler-316 b,1270,1.2 Earths,15.194,2014,2.2 days,0.0
2765,Kepler-316 c,1270,1.65 Earths,15.194,2014,6.8 days,0.0
2766,Kepler-317 b,3151,0.345 Jupiters,15.457,2014,5.5 days,0.0
2767,Kepler-317 c,3151,3.61 Earths,15.457,2014,8.8 days,0.0
2768,Kepler-318 b,1618,19.9 Earths,13.281,2014,4.7 days,0.0
2769,Kepler-318 c,1618,13.1 Earths,13.281,2014,11.8 days,0.0
2770,Kepler-319 b,1666,3.29 Earths,13.791,2014,4.4 days,0.0
2771,Kepler-319 c,1666,7.41 Earths,13.791,2014,6.9 days,0.0
2772,Kepler-319 d,1666,5.86 Earths,13.791,2014,31.8 days,0.0
2773,Kepler-31 b,5701,25.9 Earths,15.224,2011,20.9 days,0.0
2774,Kepler-31 c,5701,4.7 Jupiters,15.224,2011,42.6 days,0.0
2775,Kepler-31 d,5701,6.8 Jupiters,15.224,2014,87.6 days,0.0
2776,Kepler-320 b,2762,1.55 Earths,13.434,2014,8.4 days,0.0
2777,Kepler-320 c,2762,2.45 Earths,13.434,2014,17.9 days,0.0
2778,Kepler-321 b,1268,3.78 Earths,12.755,2014,4.9 days,0.0
2779,Kepler-321 c,1268,5.99 Earths,12.755,2014,13.1 days,0.0
2780,Kepler-322 b,1322,1.01 Earths,13.503,2014,1.7 days,0.0
2781,Kepler-322 c,1322,3.43 Earths,13.503,2014,4.3 days,0.0
2782,Kepler-323 b,1503,2.153 Jupiters,12.658,2014,1.7 days,0.0
2783,Kepler-323 c,1503,0.251 Jupiters,12.658,2014,3.6 days,0.0
2784,Kepler-324 b,1660,1.55 Earths,14.091,2014,4.4 days,0.0
2785,Kepler-324 c,1660,10.1 Earths,14.091,2014,51.8 days,0.0
2786,Kepler-325 b,2750,8.8 Earths,15.005,2014,4.5 days,0.0
2787,Kepler-325 c,2750,6.99 Earths,15.005,2014,12.8 days,0.0
2788,Kepler-325 d,2750,8.2 Earths,15.005,2014,38.7 days,0.0
2789,Kepler-326 b,1612,0.14 Jupiters,13.679,2014,2.2 days,0.0
2790,Kepler-326 c,1612,17.4 Earths,13.679,2014,4.6 days,0.0
2791,Kepler-326 d,1612,6.9 Earths,13.679,2014,6.8 days,0.0
2792,Kepler-327 b,795,1.41 Earths,14.98,2014,2.5 days,0.0
2793,Kepler-327 c,795,20.3 Earths,14.98,2014,5.2 days,0.0
2794,Kepler-327 d,795,3.64 Earths,14.98,2014,14 days,0.0
2795,Kepler-328 b,7680,28.5 Earths,15.604,2013,34.9 days,0.0
2796,Kepler-328 c,7680,39.4 Earths,15.604,2013,71.3 days,0.0
2797,Kepler-329 b,1452,2.54 Earths,15.431,2014,7.4 days,0.0
2798,Kepler-329 c,1452,4.38 Earths,15.431,2014,18.7 days,0.0
2799,Kepler-32 b,1066,4.1 Jupiters,16.452,2011,5.9 days,0.0
2800,Kepler-32 c,1066,0.5 Jupiters,16.452,2011,8.8 days,0.0
2801,Kepler-32 d,1066,7.75 Earths,16.452,2012,22.8 days,0.0
2802,Kepler-32 e,1066,2.86 Earths,16.452,2012,2.9 days,0.0
2803,Kepler-32 f,1066,0.477 Earths,16.452,2012,0.7 days,0.0
2804,Kepler-330 b,2389,2.39 Earths,15.263,2014,8.3 days,0.0
2805,Kepler-330 c,2389,4.46 Earths,15.263,2014,16 days,0.0
2806,Kepler-331 b,1923,3.97 Earths,15.836,2014,8.5 days,0.0
2807,Kepler-331 c,1923,4.04 Earths,15.836,2014,17.3 days,0.0
2808,Kepler-331 d,1923,3.33 Earths,15.836,2014,32.1 days,0.0
2809,Kepler-332 b,1134,1.71 Earths,14.003,2014,7.6 days,0.0
2810,Kepler-332 c,1134,1.32 Earths,14.003,2014,16 days,0.0
2811,Kepler-332 d,1134,1.76 Earths,14.003,2014,34.2 days,0.0
2812,Kepler-333 b,1068,28.2 Earths,14.721,2014,12.6 days,0.0
2813,Kepler-333 c,1068,1.41 Earths,14.721,2014,24.1 days,0.0
2814,Kepler-334 b,1409,1.46 Earths,12.73,2014,5.5 days,0.0
2815,Kepler-334 c,1409,2.63 Earths,12.73,2014,12.8 days,0.0
2816,Kepler-334 d,1409,2.57 Earths,12.73,2014,25.1 days,0.0
2817,Kepler-335 b,4330,11.4 Earths,13.96,2014,6.6 days,0.0
2818,Kepler-335 c,4330,9.64 Earths,13.96,2014,67.8 days,0.0
2819,Kepler-336 b,7605,1.04 Earths,13.584,2014,2 days,0.0
2820,Kepler-336 c,7605,5.06 Earths,13.584,2014,9.6 days,0.0
2821,Kepler-336 d,7605,6.21 Earths,13.584,2014,20.7 days,0.0
2822,Kepler-337 b,2255,2.99 Earths,12.708,2014,3.3 days,0.0
2823,Kepler-337 c,2255,4.86 Earths,12.708,2014,9.7 days,0.0
2824,Kepler-338 b,1832,30.6 Earths,12.083,2014,13.7 days,0.04
2825,Kepler-338 c,1832,6.08 Earths,12.083,2014,24.3 days,0.03
2826,Kepler-338 d,1832,9.27 Earths,12.083,2014,44.4 days,0.03
2827,Kepler-338 e,1832,8.5 Earths,12.083,2014,9.3 days,0.05
2828,Kepler-339 b,2047,2.6 Earths,14.513,2014,5 days,0.0
2829,Kepler-339 c,2047,7.3 Earths,14.513,2014,7 days,0.0
2830,Kepler-339 d,2047,14.7 Earths,14.513,2014,10.6 days,0.0
2831,Kepler-33 b,4087,3.68 Earths,13.951,2011,5.7 days,0.0
2832,Kepler-33 c,4087,0.39 Earths,13.951,2011,13.2 days,0.0
2833,Kepler-33 d,4087,3.91 Earths,13.951,2011,21.8 days,0.0
2834,Kepler-33 e,4087,5.57 Earths,13.951,2011,31.8 days,0.0
2835,Kepler-33 f,4087,9.6 Earths,13.951,2011,41 days,0.0
2836,Kepler-340 b,2699,6.94 Earths,12.303,2014,14.8 days,0.0
2837,Kepler-340 c,2699,11.3 Earths,12.303,2014,22.8 days,0.0
2838,Kepler-341 b,3521,1.76 Earths,14.567,2014,5.2 days,0.0
2839,Kepler-341 c,3521,3.53 Earths,14.567,2014,8 days,0.0
2840,Kepler-341 d,3521,4.08 Earths,14.567,2014,27.7 days,0.0
2841,Kepler-341 e,3521,4.62 Earths,14.567,2014,42.5 days,0.0
2842,Kepler-342 b,2608,5.69 Earths,13.099,2014,15.2 days,0.0
2843,Kepler-342 c,2608,4.5 Earths,13.099,2014,26.2 days,0.0
2844,Kepler-342 d,2608,6.76 Earths,13.099,2014,39.5 days,0.0
2845,Kepler-342 e,2608,0.615 Earths,13.099,2016,1.6 days,0.0
2846,Kepler-343 b,3107,6.39 Earths,14.11,2014,9 days,0.0
2847,Kepler-343 c,3107,4.74 Earths,14.11,2014,23.2 days,0.0
2848,Kepler-344 b,3367,7.32 Earths,15.303,2014,22 days,0.0
2849,Kepler-344 c,3367,9.01 Earths,15.303,2014,125.6 days,0.0
2850,Kepler-345 b,1182,0.5 Earths,14.034,2014,7.4 days,0.0
2851,Kepler-345 c,1182,2.2 Earths,14.034,2014,9.4 days,0.0
2852,Kepler-346 b,3303,7.56 Earths,15.155,2014,6.5 days,0.0
2853,Kepler-346 c,3303,9.64 Earths,15.155,2014,23.9 days,0.0
2854,Kepler-347 b,4402,4.54 Earths,14.489,2014,12.8 days,0.0
2855,Kepler-347 c,4402,3.71 Earths,14.489,2014,27.3 days,0.0
2856,Kepler-348 b,1893,2.92 Earths,12.588,2014,7.1 days,0.0
2857,Kepler-348 c,1893,2.33 Earths,12.588,2014,17.3 days,0.0
2858,Kepler-349 b,3153,0.297 Jupiters,14.721,2014,5.9 days,0.0
2859,Kepler-349 c,3153,4.5 Earths,14.721,2014,12.2 days,0.0
2860,Kepler-34 b,4890,0.22 Jupiters,14.83,2011,288.8 days,0.18
2861,Kepler-350 b,3209,4.08 Earths,13.761,2014,11.2 days,0.0
2862,Kepler-350 c,3209,6.1 Earths,13.761,2013,17.8 days,0.0
2863,Kepler-350 d,3209,14.9 Earths,13.761,2013,26.1 days,0.0
2864,Kepler-351 b,3646,4.8 Earths,15.966,2014,37.1 days,0.0
2865,Kepler-351 c,3646,11.1 Earths,15.966,2014,57.2 days,0.0
2866,Kepler-351 d,3646,7.85 Earths,15.966,2016,142.5 days,0.0
2867,Kepler-352 b,830,0.566 Earths,12.956,2014,10.1 days,0.0
2868,Kepler-352 c,830,2.07 Earths,12.956,2014,16.3 days,0.0
2869,Kepler-353 b,1269,0.64 Earths,15.725,2014,5.8 days,0.0
2870,Kepler-353 c,1269,2.48 Earths,15.725,2014,8.4 days,0.0
2871,Kepler-354 b,1836,4.04 Earths,15.556,2014,5.5 days,0.0
2872,Kepler-354 c,1836,2.27 Earths,15.556,2014,16.9 days,0.0
2873,Kepler-354 d,1836,2.07 Earths,15.556,2014,24.2 days,0.0
2874,Kepler-355 b,4872,2.73 Earths,15.066,2014,11 days,0.0
2875,Kepler-355 c,4872,7.8 Earths,15.066,2014,25.8 days,0.0
2876,Kepler-356 b,2356,3.09 Earths,12.965,2014,4.6 days,0.0
2877,Kepler-356 c,2356,3.93 Earths,12.965,2014,13.1 days,0.0
2878,Kepler-357 b,2291,4.04 Earths,15.522,2014,6.5 days,0.0
2879,Kepler-357 c,2291,7.61 Earths,15.522,2014,16.9 days,0.0
2880,Kepler-357 d,2291,11.6 Earths,15.522,2014,49.5 days,0.0
2881,Kepler-358 b,3706,7.85 Earths,15.356,2014,34.1 days,0.0
2882,Kepler-358 c,3706,8.5 Earths,15.356,2014,83.5 days,0.0
2883,Kepler-359 b,4900,12.2 Earths,15.881,2014,25.6 days,0.0
2884,Kepler-359 c,4900,2.9 Earths,15.881,2014,57.7 days,0.0
2885,Kepler-359 d,4900,2.7 Earths,15.881,2014,77.1 days,0.0
2886,Kepler-35 b,5366,0.127 Jupiters,15.735,2011,131.5 days,0.04
2887,Kepler-360 b,2931,3.36 Earths,14.813,2014,3.3 days,0.0
2888,Kepler-360 c,2931,5.06 Earths,14.813,2014,7.2 days,0.0
2889,Kepler-361 b,3118,2.7 Earths,13.545,2014,8.5 days,0.0
2890,Kepler-361 c,3118,6.9 Earths,13.545,2014,55.2 days,0.0
2891,Kepler-362 b,3666,0.615 Earths,14.486,2014,10.3 days,0.0
2892,Kepler-362 c,3666,2.7 Earths,14.486,2014,37.9 days,0.0
2893,Kepler-363 b,2544,1.65 Earths,13.316,2014,3.6 days,0.0
2894,Kepler-363 c,2544,0.209 Jupiters,13.316,2014,7.5 days,0.0
2895,Kepler-363 d,2544,4.86 Earths,13.316,2014,11.9 days,0.0
2896,Kepler-364 b,2985,3.02 Earths,13.613,2014,25.7 days,0.0
2897,Kepler-364 c,2985,5.27 Earths,13.613,2014,60 days,0.0
2898,Kepler-365 b,3099,4.82 Earths,14.651,2014,10.7 days,0.0
2899,Kepler-365 c,3099,3.33 Earths,14.651,2014,17.8 days,0.0
2900,Kepler-366 b,6391,2.73 Earths,14.79,2014,3.3 days,0.0
2901,Kepler-366 c,6391,3.86 Earths,14.79,2014,12.5 days,0.0
2902,Kepler-367 b,617,2.24 Earths,12.848,2014,37.8 days,0.0
2903,Kepler-367 c,617,1.87 Earths,12.848,2014,53.6 days,0.0
2904,Kepler-368 b,2571,10.7 Earths,12.838,2014,26.8 days,0.0
2905,Kepler-368 c,2571,14.3 Earths,12.838,2014,72.4 days,0.0
2906,Kepler-369 b,849,1.51 Earths,15.668,2014,2.7 days,0.0
2907,Kepler-369 c,849,2.57 Earths,15.668,2014,14.9 days,0.0
2908,Kepler-36 b,1533,3.83 Earths,12.077,2012,13.9 days,0.0
2909,Kepler-36 c,1533,7.13 Earths,12.077,2012,16.2 days,0.0
2910,Kepler-370 b,3939,3.15 Earths,15.16,2014,4.6 days,0.0
2911,Kepler-370 c,3939,4.31 Earths,15.16,2014,19 days,0.0
2912,Kepler-371 b,2716,4.23 Earths,13.798,2014,34.8 days,0.0
2913,Kepler-371 c,2716,3.82 Earths,13.798,2014,68 days,0.0
2914,Kepler-372 b,5093,2.42 Earths,14.834,2014,6.8 days,0.0
2915,Kepler-372 c,5093,5.02 Earths,14.834,2014,20.1 days,0.0
2916,Kepler-372 d,5093,3.5 Earths,14.834,2014,30.1 days,0.0
2917,Kepler-373 b,3672,2.42 Earths,14.486,2014,5.5 days,0.0
2918,Kepler-373 c,3672,2.07 Earths,14.486,2014,16.7 days,0.0
2919,Kepler-374 b,4282,1.08 Earths,14.661,2014,1.9 days,0.0
2920,Kepler-374 c,4282,1.37 Earths,14.661,2014,3.3 days,0.0
2921,Kepler-374 d,4282,2.27 Earths,14.661,2014,5 days,0.0
2922,Kepler-375 b,4188,2.7 Earths,15.677,2014,12.1 days,0.0
2923,Kepler-375 c,4188,7.51 Earths,15.677,2014,20 days,0.0
2924,Kepler-376 b,3093,1.24 Earths,13.734,2014,4.9 days,0.0
2925,Kepler-376 c,3093,3.86 Earths,13.734,2014,14.2 days,0.0
2926,Kepler-377 b,2752,2.51 Earths,13.831,2014,12.5 days,0.0
2927,Kepler-377 c,2752,4.9 Earths,13.831,2014,27 days,0.0
2928,Kepler-378 b,498,0.347 Earths,12.455,2014,16.1 days,0.0
2929,Kepler-378 c,498,0.271 Earths,12.455,2014,28.9 days,0.0
2930,Kepler-379 b,2437,3.39 Earths,13.369,2014,20.1 days,0.0
2931,Kepler-379 c,2437,5.86 Earths,13.369,2014,62.8 days,0.0
2932,Kepler-37 b,209,3.1783 Earths,9.55,2013,13.4 days,0.0
2933,Kepler-37 c,209,12 Earths,9.55,2013,21.3 days,0.09
2934,Kepler-37 d,209,12.2 Earths,9.55,2013,39.8 days,0.15
2935,Kepler-37 e,209,Unknown,9.55,2014,51.2 days,0.0
2936,Kepler-380 b,2718,1.81 Earths,13.611,2014,3.9 days,0.0
2937,Kepler-380 c,2718,2.15 Earths,13.611,2014,7.6 days,0.0
2938,Kepler-381 b,879,0.937 Earths,10.546,2014,5.6 days,0.0
2939,Kepler-381 c,879,1.46 Earths,10.546,2014,13.4 days,0.0
2940,Kepler-382 b,3134,2.3 Earths,14.666,2014,5.3 days,0.0
2941,Kepler-382 c,3134,3.15 Earths,14.666,2014,12.2 days,0.0
2942,Kepler-383 b,1533,2.3 Earths,15.066,2014,12.9 days,0.0
2943,Kepler-383 c,1533,2.07 Earths,15.066,2014,31.2 days,0.0
2944,Kepler-384 b,2999,1.46 Earths,13.554,2014,22.6 days,0.0
2945,Kepler-384 c,2999,1.51 Earths,13.554,2014,45.3 days,0.0
2946,Kepler-385 b,4873,12.8 Earths,15.192,2014,10 days,0.0
2947,Kepler-385 c,4873,13.2 Earths,15.192,2014,15.2 days,0.0
2948,Kepler-385 d,4873,7.36 Earths,15.192,2020,56.4 days,0.0
2949,Kepler-386 b,2951,2.51 Earths,15.617,2014,12.3 days,0.0
2950,Kepler-386 c,2951,3.12 Earths,15.617,2014,25.2 days,0.0
2951,Kepler-387 b,2675,1.08 Earths,13.935,2014,6.8 days,0.0
2952,Kepler-387 c,2675,0.64 Earths,13.935,2014,11.8 days,0.0
2953,Kepler-388 b,1994,0.457 Earths,15.002,2014,3.2 days,0.0
2954,Kepler-388 c,1994,0.566 Earths,15.002,2014,13.3 days,0.0
2955,Kepler-389 b,2726,2.89 Earths,15.749,2014,3.2 days,0.0
2956,Kepler-389 c,2726,2.73 Earths,15.749,2014,14.5 days,0.0
2957,Kepler-38 b,3966,0.384 Jupiters,13.907,2012,105.6 days,< 0.032
2958,Kepler-390 b,1438,0.477 Earths,13.922,2014,6.7 days,0.0
2959,Kepler-390 c,1438,0.418 Earths,13.922,2014,13.1 days,0.0
2960,Kepler-391 b,2908,10.3 Earths,12.984,2014,7.4 days,0.0
2961,Kepler-391 c,2908,12.3 Earths,12.984,2014,20.5 days,0.0
2962,Kepler-392 b,2267,0.972 Earths,13.422,2014,5.3 days,0.0
2963,Kepler-392 c,2267,1.37 Earths,13.422,2014,10.4 days,0.0
2964,Kepler-393 b,2950,2.21 Earths,13.178,2014,9.2 days,0.0
2965,Kepler-393 c,2950,2.33 Earths,13.178,2014,14.6 days,0.0
2966,Kepler-394 b,3561,3.19 Earths,14.77,2014,8 days,0.0
2967,Kepler-394 c,3561,3.39 Earths,14.77,2014,12.1 days,0.0
2968,Kepler-395 b,1391,1.08 Earths,15.958,2014,7.1 days,0.0
2969,Kepler-395 c,1391,2.3 Earths,15.958,2014,35 days,0.0
2970,Kepler-396 b,735,0.238 Jupiters,11.829,2013,43 days,0.0
2971,Kepler-396 c,735,17.9 Earths,11.829,2013,88.5 days,0.0
2972,Kepler-397 b,3161,6.62 Earths,15.996,2014,22.3 days,0.0
2973,Kepler-397 c,3161,31.6 Earths,15.996,2014,135.5 days,0.0
2974,Kepler-398 b,582,0.749 Earths,13.235,2014,4.1 days,0.0
2975,Kepler-398 c,582,1.01 Earths,13.235,2014,11.4 days,0.0
2976,Kepler-398 d,582,0.615 Earths,13.235,2016,6.8 days,0.0
2977,Kepler-399 b,4443,0.84 Earths,14.528,2014,14.4 days,0.0
2978,Kepler-399 c,4443,2.63 Earths,14.528,2014,26.7 days,0.0
2979,Kepler-399 d,4443,4.23 Earths,14.528,2014,58 days,0.0
2980,Kepler-39 b,3557,20.1 Jupiters,14.46,2011,21.1 days,0.11
2981,Kepler-400 b,2313,3.36 Earths,13.84,2014,9 days,0.0
2982,Kepler-400 c,2313,2.83 Earths,13.84,2014,17.3 days,0.0
2983,Kepler-401 b,3240,3.57 Earths,13.287,2014,14.4 days,0.0
2984,Kepler-401 c,3240,5.27 Earths,13.287,2014,47.3 days,0.0
2985,Kepler-401 d,3240,5.77 Earths,13.287,2016,184.3 days,0.0
2986,Kepler-402 b,2077,1.98 Earths,13.192,2014,4 days,0.0
2987,Kepler-402 c,2077,3.05 Earths,13.192,2014,6.1 days,0.0
2988,Kepler-402 d,2077,2.48 Earths,13.192,2014,8.9 days,0.0
2989,Kepler-402 e,2077,2.73 Earths,13.192,2014,11.2 days,0.0
2990,Kepler-403 b,2808,2.1 Earths,12.76,2014,7 days,0.0
2991,Kepler-403 c,2808,3.71 Earths,12.76,2014,54.3 days,0.0
2992,Kepler-403 d,2808,2.6 Earths,12.76,2016,13.6 days,0.0
2993,Kepler-404 b,2714,2.15 Earths,15.191,2014,11.8 days,0.0
2994,Kepler-404 c,2714,3.61 Earths,15.191,2014,14.8 days,0.0
2995,Kepler-405 b,3578,4.98 Earths,15.802,2014,10.6 days,0.0
2996,Kepler-405 c,3578,19.6 Earths,15.802,2014,29.7 days,0.0
2997,Kepler-406 b,1200,6.35 Earths,12.49,2014,2.4 days,0.0
2998,Kepler-406 c,1200,2.71 Earths,12.49,2014,4.6 days,0.0
2999,Kepler-407 b,1115,3.2 Earths,12.507,2014,0.7 days,0.0
3000,Kepler-407 c,1115,12.6 Jupiters,12.507,2014,8.2 years,0.0
3001,Kepler-408 b,290,5 Earths,8.699,2014,2.5 days,0.0
3002,Kepler-409 b,223,22 Earths,9.391,2014,69 days,0.0
3003,Kepler-40 b,8807,2.2 Jupiters,14.559,2010,6.9 days,0.0
3004,Kepler-410 A b,431,8.44 Earths,9.5,2013,17.8 days,0.17
3005,Kepler-411 b,501,25.6 Earths,12.233,2013,3 days,0.15
3006,Kepler-411 c,501,26.4 Earths,12.233,2016,7.8 days,0.11
3007,Kepler-411 d,501,15.2 Earths,12.233,2018,58 days,0.13
3008,Kepler-411 e,501,10.8 Earths,12.233,2018,31.5 days,0.02
3009,Kepler-412 b,3658,0.941 Jupiters,13.73,2014,1.7 days,0.0
3010,Kepler-413 b,2833,0.211 Jupiters,15.594,2014,66.3 days,0.12
3011,Kepler-414 b,1365,3.5 Earths,13.321,2014,4.7 days,0.0
3012,Kepler-414 c,1365,29.9 Earths,13.321,2014,7.2 days,0.0
3013,Kepler-415 b,1756,0.377 Jupiters,15.841,2014,4.2 days,0.0
3014,Kepler-415 c,1756,5.71 Earths,15.841,2014,8.7 days,0.0
3015,Kepler-416 b,2299,0.183 Jupiters,14.02,2014,6.3 days,0.0
3016,Kepler-416 c,2299,6.57 Earths,14.02,2014,12.2 days,0.0
3017,Kepler-417 b,3260,11 Earths,15.866,2014,12.3 days,0.0
3018,Kepler-417 c,3260,7.7 Earths,15.866,2014,15.9 days,0.0
3019,Kepler-418 b,3366,1.1 Jupiters,14.649,2014,86.7 days,0.2
3020,Kepler-419 b,3397,2.5 Jupiters,12.964,2014,69.8 days,0.83
3021,Kepler-419 c,3397,7.3 Jupiters,12.964,2014,1.9 years,0.18
3022,Kepler-41 b,3680,0.56 Jupiters,14.413,2011,1.9 days,0.0
3023,Kepler-421 b,1044,16.1 Earths,13.348,2014,1.9 years,0.04
3024,Kepler-422 b,2408,0.43 Jupiters,13.423,2014,7.9 days,< 0.55
3025,Kepler-423 b,2365,0.595 Jupiters,14.28,2014,2.7 days,0.02
3026,Kepler-424 b,2325,1.03 Jupiters,14.229,2014,3.3 days,< 0.076
3027,Kepler-424 c,2325,6.97 Jupiters,14.229,2014,223.3 days,0.0
3028,Kepler-425 b,2120,0.25 Jupiters,14.97,2014,3.8 days,< 0.33
3029,Kepler-426 b,2871,0.34 Jupiters,15.073,2014,3.2 days,< 0.18
3030,Kepler-427 b,3588,0.29 Jupiters,14.42,2014,10.3 days,< 0.57
3031,Kepler-428 b,2349,1.27 Jupiters,15.405,2014,3.5 days,< 0.22
3032,Kepler-42 b,126,0.399 Earths,16.124,2011,1.2 days,0.04
3033,Kepler-42 c,126,0.315 Earths,16.124,2011,0.5 days,0.0
3034,Kepler-42 d,126,0.13 Earths,16.124,2011,1.9 days,0.02
3035,Kepler-430 b,3074,10.6 Earths,13.814,2015,36 days,0.0
3036,Kepler-430 c,3074,3.71 Earths,13.814,2015,111 days,0.0
3037,Kepler-431 b,1610,0.37 Earths,11.929,2015,6.8 days,0.0
3038,Kepler-431 c,1610,0.229 Earths,11.929,2015,8.7 days,0.0
3039,Kepler-431 d,1610,1.41 Earths,11.929,2015,11.9 days,0.0
3040,Kepler-432 b,2838,5.41 Jupiters,12.465,2015,52.5 days,0.51
3041,Kepler-432 c,2838,2.43 Jupiters,12.465,2015,406.2 days,0.5
3042,Kepler-433 b,6100,2.82 Jupiters,14.416,2015,5.3 days,0.12
3043,Kepler-434 b,4045,2.86 Jupiters,14.5,2015,12.9 days,0.13
